gene_oid	gene_length	percent_identity	query_start	query_end	subj_start	subj_end	evalue	bit_score	cog_id	cog_name	cog_length
2513711069	236	35	1	220	3	207	5.0e-46	177	COG0684	Demethylmenaquinone methyltransferase	210
2513711070	505	27.98	8	498	2	472	1.0e-62	234	COG1012	NAD-dependent aldehyde dehydrogenases	472
2513711071	301	35.37	14	300	7	294	2.0e-47	183	COG0329	Dihydrodipicolinate synthase/N-acetylneuraminate lyase	299
2513711072	506	28.81	5	503	17	551	5.0e-68	252	COG0747	ABC-type dipeptide transport system, periplasmic component	556
2513711073	351	32.95	8	348	10	349	4.0e-58	218	COG2055	Malate/L-lactate dehydrogenases	349
2513711074	588	20.21	25	588	5	458	2.0e-38	154	COG0471	Di- and tricarboxylate transporters	461
2513711075	881	52.29	576	876	1	297	1.0e-111	397	COG3285	Predicted eukaryotic-type DNA primase	299
2513711076	242	30.88	18	229	7	223	9.0e-30	123	COG2186	Transcriptional regulators	241
2513711077	328	25.08	1	321	1	307	4.0e-32	132	COG0451	Nucleoside-diphosphate-sugar epimerases	314
2513711078	355	59.03	1	348	1	338	5.0e-129	454	COG3839	ABC-type sugar transport systems, ATPase components	338
2513711079	434	19.02	1	433	1	431	9.0e-29	121	COG1653	ABC-type sugar transport system, periplasmic component	433
2513711080	310	39.66	14	307	2	295	1.0e-57	217	COG1175	ABC-type sugar transport systems, permease components	295
2513711081	299	38.65	19	298	1	281	1.0e-53	203	COG0395	ABC-type sugar transport system, permease component	281
2513711083	78	47.3	2	75	21	90	1.0e-13	68.5	COG3514	Uncharacterized protein conserved in bacteria	93
2513711084	427	21.84	48	426	41	392	5.0e-17	82.6	COG2814	Arabinose efflux permease	394
2513711085	150	33.04	24	135	12	123	3.0e-10	58	COG1846	Transcriptional regulators	126
2513711086	179	35.71	19	156	8	147	1.0e-24	106	COG1853	Conserved protein/domain typically associated with flavoprotein oxygenases, DIM6/NTAB family	176
2513711087	410	23.02	19	408	20	393	7.0e-27	115	COG1960	Acyl-CoA dehydrogenases	393
2513711088	326	25.6	3	325	1	291	5.0e-44	171	COG2159	Predicted metal-dependent hydrolase of the TIM-barrel fold	293
2513711089	352	31.3	5	346	1	377	5.0e-70	258	COG1454	Alcohol dehydrogenase, class IV	377
2513711090	282	30	51	276	1	214	3.0e-34	138	COG3485	Protocatechuate 3,4-dioxygenase beta subunit	226
2513711091	98	31.87	1	89	1	90	1.0e-08	51.8	COG2350	Uncharacterized protein conserved in bacteria	92
2513711092	348	43.26	33	339	108	422	9.0e-74	270	COG1793	ATP-dependent DNA ligase	444
2513711093	151	43.05	1	150	1	151	5.0e-37	146	COG0698	Ribose 5-phosphate isomerase RpiB	151
2513711094	256	41.34	5	256	2	251	2.0e-75	275	COG0149	Triosephosphate isomerase	251
2513711095	258	34.65	1	253	1	253	3.0e-55	208	COG1349	Transcriptional regulators of sugar metabolism	253
2513711096	311	42.68	1	311	7	318	1.0e-84	306	COG2390	Transcriptional regulator, contains sigma factor-related N-terminal domain	321
2513711098	503	49.8	1	490	7	498	0.0e+00	544	COG0578	Glycerol-3-phosphate dehydrogenase	532
2513711099	524	32.95	3	514	1	502	3.0e-88	319	COG1070	Sugar (pentulose and hexulose) kinases	502
2513711100	218	28.43	19	218	10	204	2.0e-28	119	COG5618	Predicted periplasmic lipoprotein	206
2513711101	514	46.8	12	507	5	497	0.0e+00	553	COG1129	ABC-type sugar transport system, ATPase component	500
2513711102	350	45.62	20	349	2	316	3.0e-60	225	COG1172	Ribose/xylose/arabinose/galactoside ABC-type transport systems, permease components	316
2513711103	315	37.9	1	307	4	315	2.0e-44	173	COG1879	ABC-type sugar transport system, periplasmic component	322
2513711104	280	30.71	22	274	1	253	8.0e-54	203	COG1349	Transcriptional regulators of sugar metabolism	253
2513711105	509	31.43	1	500	3	502	2.0e-90	326	COG1070	Sugar (pentulose and hexulose) kinases	502
2513711106	581	30.78	6	560	2	532	2.0e-102	366	COG0578	Glycerol-3-phosphate dehydrogenase	532
2513711107	354	43.33	1	329	1	286	2.0e-93	336	COG0191	Fructose/tagatose bisphosphate aldolase	286
2513711108	282	21.58	4	278	1	274	3.0e-25	109	COG1082	Sugar phosphate isomerases/epimerases	274
2513711109	328	37.46	17	322	11	311	2.0e-43	169	COG1172	Ribose/xylose/arabinose/galactoside ABC-type transport systems, permease components	316
2513711110	342	34.47	2	322	1	313	2.0e-49	189	COG1172	Ribose/xylose/arabinose/galactoside ABC-type transport systems, permease components	316
2513711111	504	47.58	11	504	5	499	0.0e+00	565	COG1129	ABC-type sugar transport system, ATPase component	500
2513711112	327	31.58	1	300	7	309	1.0e-43	170	COG1879	ABC-type sugar transport system, periplasmic component	322
2513711113	352	28.19	9	339	1	328	2.0e-51	196	COG1609	Transcriptional regulators	333
2513711114	473	30.51	3	381	50	428	4.0e-39	155	COG0025	NhaP-type Na+/H+ and K+/H+ antiporters	429
2513711115	409	23.3	5	406	10	447	4.0e-19	89.3	COG1231	Monoamine oxidase	450
2513711116	916	22.64	24	915	10	891	1.0e-55	212	COG2909	ATP-dependent transcriptional regulator	894
2513711117	362	47.92	1	360	2	356	2.0e-96	346	COG3535	Uncharacterized conserved protein	357
2513711118	362	49.03	3	360	5	357	3.0e-108	385	COG3535	Uncharacterized conserved protein	357
2513711120	354	51.27	1	354	3	352	2.0e-116	412	COG3842	ABC-type spermidine/putrescine transport systems, ATPase components	352
2513711121	367	25.26	45	321	29	314	2.0e-16	80.1	COG0687	Spermidine/putrescine-binding periplasmic protein	363
2513711122	267	38.26	1	264	3	264	4.0e-43	168	COG1177	ABC-type spermidine/putrescine transport system, permease component II	267
2513711123	305	39.79	21	304	3	285	3.0e-52	199	COG1176	ABC-type spermidine/putrescine transport system, permease component I	287
2513711124	256	37.61	8	230	3	223	3.0e-35	142	COG4126	Hydantoin racemase	230
2513711125	335	20.69	157	331	3	205	5.0e-11	62.3	COG0778	Nitroreductase	207
2513711126	394	21.48	27	393	37	417	2.0e-04	40.6	COG2223	Nitrate/nitrite transporter	417
2513711128	201	44.88	10	136	3	123	9.0e-31	126	COG1786	Uncharacterized conserved protein	131
2513711129	383	42.59	1	369	42	403	6.0e-111	394	COG1679	Uncharacterized conserved protein	403
2513711130	331	29.43	5	329	1	326	4.0e-49	188	COG0604	NADPH:quinone reductase and related Zn-dependent oxidoreductases	326
2513711131	251	30.29	6	244	4	241	2.0e-31	129	COG2186	Transcriptional regulators	241
2513711132	470	36.88	12	459	1	457	5.0e-78	285	COG0277	FAD/FMN-containing dehydrogenases	459
2513711133	1156	31.04	24	696	1	634	0.0e+00	505	COG4231	Indolepyruvate ferredoxin oxidoreductase, alpha and beta subunits	640
2513711134	332	52.09	1	311	1	310	2.0e-108	385	COG1957	Inosine-uridine nucleoside N-ribohydrolase	311
2513711135	701	33.81	9	624	4	597	1.0e-84	307	COG1042	Acyl-CoA synthetase (NDP forming)	598
2513711136	269	42.66	1	214	2	216	1.0e-41	163	COG1024	Enoyl-CoA hydratase/carnithine racemase	257
2513711137	309	58.39	8	305	13	310	1.0e-101	363	COG2313	Uncharacterized enzyme involved in pigment biosynthesis	310
2513711138	370	29.66	64	345	3	287	6.0e-30	125	COG0524	Sugar kinases, ribokinase family	311
2513711139	324	32.06	18	310	6	296	4.0e-50	192	COG3491	Isopenicillin N synthase and related dioxygenases	322
2513711140	345	28.21	1	340	2	351	6.0e-36	145	COG0687	Spermidine/putrescine-binding periplasmic protein	363
2513711141	351	50.14	1	347	3	350	3.0e-115	408	COG3842	ABC-type spermidine/putrescine transport systems, ATPase components	352
2513711142	285	43.43	5	277	3	276	6.0e-56	211	COG1176	ABC-type spermidine/putrescine transport system, permease component I	287
2513711143	260	35.55	4	259	11	265	1.0e-46	180	COG1177	ABC-type spermidine/putrescine transport system, permease component II	267
2513711144	307	29.57	7	302	5	296	6.0e-40	158	COG0583	Transcriptional regulator	297
2513711145	393	47.56	1	388	11	394	2.0e-72	266	COG2814	Arabinose efflux permease	394
2513711147	527	26.05	1	520	3	546	3.0e-58	219	COG0747	ABC-type dipeptide transport system, periplasmic component	556
2513711148	326	35.33	3	326	1	315	8.0e-63	234	COG0601	ABC-type dipeptide/oligopeptide/nickel transport systems, permease components	317
2513711149	307	42.81	15	298	3	281	9.0e-61	227	COG1173	ABC-type dipeptide/oligopeptide/nickel transport systems, permease components	289
2513711150	607	42.75	4	539	3	537	0.0e+00	502	COG1123	ATPase components of various ABC-type transport systems, contain duplicated ATPase	539
2513711151	254	40.24	4	254	2	252	3.0e-61	228	COG1349	Transcriptional regulators of sugar metabolism	253
2513711152	428	21.08	35	418	21	407	3.0e-29	123	COG0624	Acetylornithine deacetylase/Succinyl-diaminopimelate desuccinylase and related deacylases	409
2513711153	322	18.78	127	319	80	269	2.0e-10	60	COG0510	Predicted choline kinase involved in LPS biosynthesis	269
2513711154	312	23.81	42	289	6	249	2.0e-17	83.1	COG0510	Predicted choline kinase involved in LPS biosynthesis	269
2513711155	302	32.32	3	296	1	292	1.0e-37	150	COG0583	Transcriptional regulator	297
2513711156	258	42.63	5	253	4	252	5.0e-75	274	COG1540	Uncharacterized proteins, homologs of lactam utilization protein B	252
2513711158	461	50.65	3	461	2	460	0.0e+00	539	COG4770	Acetyl/propionyl-CoA carboxylase, alpha subunit	645
2513711159	291	32.1	5	247	1	216	6.0e-50	191	COG2049	Allophanate hydrolase subunit 1	223
2513711160	323	45.17	3	322	1	310	2.0e-85	309	COG1984	Allophanate hydrolase subunit 2	314
2513711161	335	25.91	97	316	5	223	2.0e-17	83.6	COG1802	Transcriptional regulators	230
2513711162	358	39.28	3	358	4	351	4.0e-83	301	COG3842	ABC-type spermidine/putrescine transport systems, ATPase components	352
2513711163	299	36.79	21	297	6	282	1.0e-46	180	COG1176	ABC-type spermidine/putrescine transport system, permease component I	287
2513711164	281	37.97	10	273	13	267	4.0e-37	148	COG1177	ABC-type spermidine/putrescine transport system, permease component II	267
2513711165	245	44.9	6	241	8	249	1.0e-38	153	COG1028	Dehydrogenases with different specificities (related to short-chain alcohol dehydrogenases)	251
2513711166	257	42.23	9	253	6	251	7.0e-40	157	COG1028	Dehydrogenases with different specificities (related to short-chain alcohol dehydrogenases)	251
2513711167	411	22.86	10	354	3	323	5.0e-27	115	COG0687	Spermidine/putrescine-binding periplasmic protein	363
2513711168	369	45.21	5	368	6	352	1.0e-97	350	COG3842	ABC-type spermidine/putrescine transport systems, ATPase components	352
2513711171	346	38.15	9	328	1	320	3.0e-69	255	COG0523	Putative GTPases (G3E family)	323
2513711172	402	19.65	47	380	63	363	5.0e-10	58.9	COG0687	Spermidine/putrescine-binding periplasmic protein	363
2513711173	457	33.97	7	456	6	471	2.0e-85	310	COG0154	Asp-tRNAAsn/Glu-tRNAGln amidotransferase A subunit and related amidases	475
2513711174	322	27.17	56	318	3	214	3.0e-19	89.6	COG1878	Predicted metal-dependent hydrolase	218
2513711175	84	42.11	1	76	1	76	4.0e-09	53.1	COG4691	Plasmid stability protein	80
2513711176	137	34.78	1	136	3	131	5.0e-14	70.2	COG1487	Predicted nucleic acid-binding protein, contains PIN domain	133
2513711177	336	44.16	16	331	9	325	2.0e-79	289	COG4977	Transcriptional regulator containing an amidase domain and an AraC-type DNA-binding HTH domain	328
2513711178	556	26.34	16	548	1	546	3.0e-65	243	COG0747	ABC-type dipeptide transport system, periplasmic component	556
2513711179	337	35.59	1	337	1	316	3.0e-64	239	COG0601	ABC-type dipeptide/oligopeptide/nickel transport systems, permease components	317
2513711180	291	42.05	10	291	2	284	5.0e-61	228	COG1173	ABC-type dipeptide/oligopeptide/nickel transport systems, permease components	289
2513711181	696	47.66	24	342	1	315	2.0e-104	373	COG0444	ABC-type dipeptide/oligopeptide/nickel transport system, ATPase component	316
2513711182	419	14.94	7	397	2	382	5.0e-05	42.5	COG2814	Arabinose efflux permease	394
2513711183	477	34.22	7	454	1	430	6.0e-85	308	COG0044	Dihydroorotase and related cyclic amidohydrolases	430
2513711184	253	38.34	7	251	2	251	6.0e-37	147	COG1028	Dehydrogenases with different specificities (related to short-chain alcohol dehydrogenases)	251
2513711185	345	28.2	1	339	1	312	2.0e-34	140	COG0451	Nucleoside-diphosphate-sugar epimerases	314
2513711186	302	18.64	13	301	9	267	6.0e-11	62	COG0726	Predicted xylanase/chitin deacetylase	267
2513711187	563	31.02	19	557	1	534	1.0e-85	311	COG0028	Thiamine pyrophosphate-requiring enzymes [acetolactate synthase, pyruvate dehydrogenase (cytochrome), glyoxylate carboligase, phosphonopyruvate decarboxylase]	550
2513711188	444	38.48	2	433	1	427	9.0e-93	334	COG0044	Dihydroorotase and related cyclic amidohydrolases	430
2513711189	257	41.41	4	254	3	250	2.0e-46	179	COG1028	Dehydrogenases with different specificities (related to short-chain alcohol dehydrogenases)	251
2513711190	261	36.78	3	257	1	250	1.0e-30	127	COG1028	Dehydrogenases with different specificities (related to short-chain alcohol dehydrogenases)	251
2513711191	309	42.99	1	309	1	298	7.0e-93	334	COG4989	Predicted oxidoreductase	298
2513711193	367	52.72	1	349	1	338	1.0e-121	429	COG3839	ABC-type sugar transport systems, ATPase components	338
2513711194	344	36.94	14	343	1	332	1.0e-65	244	COG1609	Transcriptional regulators	333
2513711196	273	30.92	8	264	13	274	3.0e-44	172	COG0395	ABC-type sugar transport system, permease component	281
2513711197	319	37.89	28	311	2	284	1.0e-49	190	COG1175	ABC-type sugar transport systems, permease components	295
2513711198	435	21.7	13	372	5	362	6.0e-27	115	COG1653	ABC-type sugar transport system, periplasmic component	433
2513711199	279	32.5	1	239	1	232	2.0e-34	139	COG4221	Short-chain alcohol dehydrogenase of unknown specificity	246
2513711200	343	45.02	1	326	1	316	1.0e-86	313	COG0667	Predicted oxidoreductases (related to aryl-alcohol dehydrogenases)	316
2513711201	274	40.23	10	273	14	278	2.0e-74	272	COG0656	Aldo/keto reductases, related to diketogulonate reductase	280
2513711202	322	44.31	1	321	1	315	1.0e-84	306	COG0667	Predicted oxidoreductases (related to aryl-alcohol dehydrogenases)	316
2513711203	298	20.5	3	295	1	301	7.0e-28	118	COG0451	Nucleoside-diphosphate-sugar epimerases	314
2513711204	300	25.94	7	295	2	288	6.0e-33	135	COG0583	Transcriptional regulator	297
2513711205	316	25.51	3	295	1	288	3.0e-29	122	COG0583	Transcriptional regulator	297
2513711206	287	30	56	279	1	214	2.0e-28	119	COG3485	Protocatechuate 3,4-dioxygenase beta subunit	226
2513711207	352	30.46	11	346	7	377	3.0e-68	252	COG1454	Alcohol dehydrogenase, class IV	377
2513711208	426	22.22	24	403	1	360	1.0e-26	114	COG0683	ABC-type branched-chain amino acid transport systems, periplasmic component	366
2513711209	239	44.53	2	236	3	249	7.0e-65	240	COG0411	ABC-type branched-chain amino acid transport systems, ATPase component	250
2513711210	239	48.31	1	232	1	236	5.0e-71	260	COG0410	ABC-type branched-chain amino acid transport systems, ATPase component	237
2513711211	287	31.25	3	284	6	292	2.0e-37	149	COG0559	Branched-chain amino acid ABC-type transport system, permease components	297
2513711212	361	32.11	15	335	1	312	2.0e-32	133	COG4177	ABC-type branched-chain amino acid transport system, permease component	314
2513711213	584	23.14	4	372	1	345	3.0e-30	127	COG0654	2-polyprenyl-6-methoxyphenol hydroxylase and related FAD-dependent oxidoreductases	387
2513711214	294	29.22	55	287	1	226	1.0e-41	163	COG3485	Protocatechuate 3,4-dioxygenase beta subunit	226
2513711215	385	59.17	1	385	1	387	0.0e+00	514	COG0754	Glutathionylspermidine synthase	387
2513711216	197	26.87	1	197	12	198	5.0e-24	104	COG5463	Predicted integral membrane protein	198
2513711217	133	45.86	1	133	1	133	3.0e-28	117	COG3766	Predicted membrane protein	133
2513711220	144	35.77	3	137	6	141	9.0e-22	96.2	COG3789	Uncharacterized protein conserved in bacteria	146
2513711221	244	29.57	4	233	4	225	4.0e-14	72.2	COG1842	Phage shock protein A (IM30), suppresses sigma54-dependent transcription	225
2513711222	162	40.62	3	162	1	149	9.0e-41	159	COG5642	Uncharacterized conserved protein	149
2513711223	168	30.12	2	166	1	163	1.0e-35	142	COG5654	Uncharacterized conserved protein	163
2513711225	123	26.26	3	101	2	96	8.0e-05	39.3	COG3668	Plasmid stabilization system protein	98
2513711226	241	62.18	2	239	1	237	3.0e-103	367	COG1126	ABC-type polar amino acid transport system, ATPase component	240
2513711227	219	48.13	4	216	9	222	8.0e-54	203	COG0765	ABC-type amino acid transport system, permease component	222
2513711228	223	44.86	3	212	1	214	7.0e-47	180	COG0765	ABC-type amino acid transport system, permease component	222
2513711229	261	31.44	8	260	7	270	8.0e-32	130	COG0834	ABC-type amino acid transport/signal transduction systems, periplasmic component/domain	275
2513711230	253	35	1	217	8	226	1.0e-34	140	COG1802	Transcriptional regulators	230
2513711231	141	28.06	1	139	3	133	7.0e-16	76.4	COG1487	Predicted nucleic acid-binding protein, contains PIN domain	133
2513711232	256	56.63	4	252	1	238	5.0e-101	360	COG1126	ABC-type polar amino acid transport system, ATPase component	240
2513711233	219	36.36	1	219	3	222	5.0e-46	177	COG0765	ABC-type amino acid transport system, permease component	222
2513711234	220	40.93	7	220	8	222	2.0e-42	165	COG0765	ABC-type amino acid transport system, permease component	222
2513711235	279	33.57	5	275	3	275	3.0e-33	135	COG0834	ABC-type amino acid transport/signal transduction systems, periplasmic component/domain	275
2513711236	213	26.56	18	209	6	195	1.0e-10	60.4	COG1309	Transcriptional regulator	201
2513711237	280	47.08	1	256	3	254	1.0e-53	203	COG1024	Enoyl-CoA hydratase/carnithine racemase	257
2513711238	595	41.67	247	545	85	408	3.0e-50	193	COG0840	Methyl-accepting chemotaxis protein	408
2513711240	215	26.34	16	201	4	188	1.0e-07	50.4	COG1309	Transcriptional regulator	201
2513711241	283	18.94	87	212	29	159	1.0e-06	47.5	COG5126	Ca2+-binding protein (EF-Hand superfamily)	160
2513711242	430	39.14	3	430	1	423	2.0e-71	263	COG1749	Flagellar hook protein FlgE	423
2513711243	486	27.8	1	486	1	552	7.0e-62	231	COG1256	Flagellar hook-associated protein	552
2513711244	348	18.59	6	348	3	357	9.0e-14	71.3	COG1344	Flagellin and related hook-associated proteins	360
2513711250	605	32.08	221	592	10	408	5.0e-42	166	COG0840	Methyl-accepting chemotaxis protein	408
2513711251	335	48.47	6	331	1	325	3.0e-99	355	COG3608	Predicted deacylase	331
2513711252	393	34.87	4	392	1	383	5.0e-88	318	COG0006	Xaa-Pro aminopeptidase	384
2513711253	330	46.67	1	329	1	328	3.0e-86	312	COG2423	Predicted ornithine cyclodeaminase, mu-crystallin homolog	330
2513711254	333	47.26	1	323	1	326	2.0e-87	316	COG1171	Threonine dehydratase	347
2513711255	259	45.49	15	255	1	238	2.0e-77	282	COG3473	Maleate cis-trans isomerase	238
2513711256	219	40.93	3	216	6	220	2.0e-53	202	COG0765	ABC-type amino acid transport system, permease component	222
2513711257	219	44.08	4	213	11	221	4.0e-49	188	COG0765	ABC-type amino acid transport system, permease component	222
2513711258	282	27.76	6	262	3	262	1.0e-26	113	COG0834	ABC-type amino acid transport/signal transduction systems, periplasmic component/domain	275
2513711259	261	56.97	4	254	1	239	2.0e-100	358	COG1126	ABC-type polar amino acid transport system, ATPase component	240
2513711260	475	31.14	28	470	4	459	4.0e-86	312	COG1167	Transcriptional regulators containing a DNA-binding HTH domain and an aminotransferase domain (MocR family) and their eukaryotic orthologs	459
2513711261	165	38.82	1	152	4	154	1.0e-32	132	COG1522	Transcriptional regulators	154
2513711262	498	47.47	27	498	3	471	0.0e+00	468	COG1012	NAD-dependent aldehyde dehydrogenases	472
2513711263	459	41.61	4	459	1	448	0.0e+00	522	COG0161	Adenosylmethionine-8-amino-7-oxononanoate aminotransferase	449
2513711264	357	35.75	7	354	1	326	7.0e-58	217	COG0604	NADPH:quinone reductase and related Zn-dependent oxidoreductases	326
2513711266	345	29.31	1	341	4	334	7.0e-50	191	COG0673	Predicted dehydrogenases and related proteins	342
2513711270	332	34.76	7	328	2	329	1.0e-72	266	COG1638	TRAP-type C4-dicarboxylate transport system, periplasmic component	332
2513711271	154	22.58	1	153	5	159	2.0e-07	48.8	COG3090	TRAP-type C4-dicarboxylate transport system, small permease component	177
2513711272	428	45.53	48	427	1	379	2.0e-87	316	COG1593	TRAP-type C4-dicarboxylate transport system, large permease component	379
2513711273	432	37.32	24	432	16	431	5.0e-85	308	COG0001	Glutamate-1-semialdehyde aminotransferase	432
2513711274	285	32.09	4	285	1	294	2.0e-26	113	COG0583	Transcriptional regulator	297
2513711275	227	27.03	4	222	1	222	1.0e-23	103	COG1802	Transcriptional regulators	230
2513711276	215	31.94	1	213	5	220	1.0e-25	110	COG1802	Transcriptional regulators	230
2513711277	278	29	15	270	8	270	6.0e-24	104	COG0834	ABC-type amino acid transport/signal transduction systems, periplasmic component/domain	275
2513711278	230	46.54	6	221	6	222	3.0e-54	204	COG0765	ABC-type amino acid transport system, permease component	222
2513711279	296	36.03	1	292	1	296	6.0e-70	257	COG0329	Dihydrodipicolinate synthase/N-acetylneuraminate lyase	299
2513711280	978	29.23	603	978	8	386	2.0e-41	164	COG0665	Glycine/D-amino acid oxidases (deaminating)	387
2513711281	242	62.92	1	240	2	240	2.0e-105	375	COG1126	ABC-type polar amino acid transport system, ATPase component	240
2513711282	477	34.73	5	454	2	430	6.0e-90	324	COG0044	Dihydroorotase and related cyclic amidohydrolases	430
2513711284	559	29.16	31	413	3	360	6.0e-47	182	COG1472	Beta-glucosidase-related glycosidases	397
2513711286	215	66.04	2	213	6	217	1.0e-73	269	COG3897	Predicted methyltransferase	218
2513711287	143	54.14	1	142	2	156	3.0e-52	197	COG2947	Uncharacterized conserved protein	156
2513711288	97	52.17	1	92	1	92	3.0e-28	116	COG2350	Uncharacterized protein conserved in bacteria	92
2513711289	327	50.3	4	327	3	329	6.0e-98	351	COG0240	Glycerol-3-phosphate dehydrogenase	329
2513711290	369	52.94	5	358	1	340	5.0e-128	451	COG0533	Metal-dependent proteases with possible chaperone activity	342
2513711291	309	50.49	4	309	2	306	8.0e-100	357	COG0181	Porphobilinogen deaminase	307
2513711292	235	25.73	1	235	2	241	9.0e-26	110	COG1587	Uroporphyrinogen-III synthase	248
2513711293	416	39.4	1	410	1	421	5.0e-47	182	COG4223	Uncharacterized protein conserved in bacteria	422
2513711294	542	60.96	2	542	1	531	0.0e+00	548	COG3898	Uncharacterized membrane-bound protein	531
2513711295	161	54.42	1	147	3	148	4.0e-41	160	COG4103	Uncharacterized protein conserved in bacteria	148
2513711296	251	33.84	13	205	1	196	3.0e-44	171	COG0518	GMP synthase - Glutamine amidotransferase domain	198
2513711297	411	18.15	69	402	66	391	5.0e-03	36	COG2814	Arabinose efflux permease	394
2513711298	96	31.58	4	96	1	95	2.0e-05	40.6	COG0762	Predicted integral membrane protein	96
2513711299	103	38.78	1	98	2	96	2.0e-19	86.9	COG1872	Uncharacterized conserved protein	102
2513711300	177	59.43	1	175	1	171	2.0e-55	208	COG0221	Inorganic pyrophosphatase	171
2513711301	168	27.46	6	144	12	148	2.0e-08	51.9	COG0456	Acetyltransferases	177
2513711302	606	64.24	1	603	3	603	0.0e+00	981	COG1217	Predicted membrane GTPase involved in stress response	603
2513711303	695	49.05	8	685	5	682	0.0e+00	883	COG0339	Zn-dependent oligopeptidases	683
2513711305	213	31.25	1	203	1	207	2.0e-14	73	COG1280	Putative threonine efflux protein	208
2513711307	230	37.74	1	104	1	106	1.0e-19	90.1	COG1733	Predicted transcriptional regulators	120
2513711308	385	24.22	16	383	15	393	2.0e-28	120	COG1960	Acyl-CoA dehydrogenases	393
2513711309	588	30.79	12	292	2	298	1.0e-38	155	COG0003	Oxyanion-translocating ATPase	322
2513711310	407	58.56	5	405	2	400	0.0e+00	602	COG0137	Argininosuccinate synthase	403
2513711311	283	29.54	8	238	3	234	2.0e-31	129	COG0300	Short-chain dehydrogenases of various substrate specificities	265
2513711312	213	39.9	6	212	2	208	1.0e-29	123	COG1280	Putative threonine efflux protein	208
2513711314	264	65.02	1	263	1	263	3.0e-104	371	COG1101	ABC-type uncharacterized transport system, ATPase component	263
2513711315	292	66.2	1	287	1	284	3.0e-89	321	COG4120	ABC-type uncharacterized transport system, permease component	293
2513711316	317	56.74	1	317	7	322	9.0e-97	346	COG2984	ABC-type uncharacterized transport system, periplasmic component	322
2513711317	408	51.21	22	390	1	349	1.0e-127	450	COG0820	Predicted Fe-S-cluster redox enzyme	349
2513711319	186	33.7	9	186	1	180	6.0e-23	100	COG1595	DNA-directed RNA polymerase specialized sigma subunit, sigma24 homolog	182
2513711320	130	46.79	15	121	2	110	2.0e-25	108	COG3339	Uncharacterized conserved protein	116
2513711321	101	50	1	96	1	96	7.0e-28	115	COG2154	Pterin-4a-carbinolamine dehydratase	101
2513711322	166	40.54	4	151	3	138	7.0e-34	136	COG0394	Protein-tyrosine-phosphatase	139
2513711323	197	41.85	3	178	2	180	2.0e-39	155	COG1514	2'-5' RNA ligase	180
2513711324	214	33.49	20	206	1	212	9.0e-25	106	COG2755	Lysophospholipase L1 and related esterases	216
2513711325	235	58.41	2	225	3	228	3.0e-87	314	COG4181	Predicted ABC-type transport system involved in lysophospholipase L1 biosynthesis, ATPase component	228
2513711326	847	51.18	5	847	1	829	0.0e+00	865	COG3127	Predicted ABC-type transport system involved in lysophospholipase L1 biosynthesis, permease component	829
2513711328	242	54.19	18	240	17	228	2.0e-34	139	COG0670	Integral membrane protein, interacts with FtsH	233
2513711329	185	48.5	2	168	1	167	2.0e-50	191	COG1247	Sortase and related acyltransferases	169
2513711331	246	51.9	11	245	25	260	2.0e-78	285	COG5429	Uncharacterized secreted protein	261
2513711332	881	65.04	1	881	11	861	0.0e+00	1274	COG1048	Aconitase A	861
2513711333	215	46.67	1	209	1	207	2.0e-62	232	COG4133	ABC-type transport system involved in cytochrome c biogenesis, ATPase component	209
2513711334	219	56.16	1	219	4	221	2.0e-47	182	COG2386	ABC-type transport system involved in cytochrome c biogenesis, permease component	221
2513711335	253	45.99	11	245	38	274	4.0e-47	181	COG0755	ABC-type transport system involved in cytochrome c biogenesis, permease component	281
2513711337	202	31.78	50	175	1	126	3.0e-12	65.3	COG0526	Thiol-disulfide isomerase and thioredoxins	127
2513711339	214	41.49	19	205	1	173	1.0e-45	176	COG2917	Intracellular septation protein A	180
2513711340	531	50.62	217	528	21	340	4.0e-104	372	COG0552	Signal recognition particle GTPase	340
2513711341	424	38.28	4	414	5	431	5.0e-130	458	COG0621	2-methylthioadenine synthetase	437
2513711342	301	42.61	5	285	1	272	2.0e-82	299	COG0253	Diaminopimelate epimerase	272
2513711344	528	54.2	1	451	1	450	0.0e+00	589	COG0541	Signal recognition particle GTPase	451
2513711345	106	35.35	1	98	1	99	2.0e-16	77.7	COG1605	Chorismate mutase	101
2513711346	123	58.43	2	90	1	87	6.0e-27	112	COG0228	Ribosomal protein S16	87
2513711347	215	44.57	27	196	1	173	1.0e-43	169	COG0806	RimM protein, required for 16S rRNA processing	174
2513711348	244	53.04	4	232	1	230	2.0e-95	341	COG0336	tRNA-(guanine-N1)-methyltransferase	240
2513711349	184	68.38	1	117	3	114	7.0e-43	166	COG0335	Ribosomal protein L19	115
2513711350	265	34.2	1	260	2	265	5.0e-37	148	COG0834	ABC-type amino acid transport/signal transduction systems, periplasmic component/domain	275
2513711351	270	40.34	38	270	10	221	2.0e-45	176	COG0765	ABC-type amino acid transport system, permease component	222
2513711352	469	57.78	3	468	1	422	0.0e+00	640	COG0065	3-isopropylmalate dehydratase large subunit	423
2513711354	276	49.29	2	276	1	280	6.0e-95	340	COG0656	Aldo/keto reductases, related to diketogulonate reductase	280
2513711355	173	48.54	3	173	49	216	2.0e-53	201	COG3786	Uncharacterized protein conserved in bacteria	217
